   29   33     0     0  con    0  1.0D+00  1.9D-01  4.793D-02  1.969D+00
   30   35     0     0  con    1  2.7D-01  8.5D-02  8.067D-02  1.969D+00
   31   36     0     0  con    0  1.0D+00  2.1D-01  3.233D-02  1.969D+00
   32   37     0     0  con    0  1.0D+00  3.5D-02  9.478D-03  1.969D+00
   33   38     0     0  con    0  1.0D+00  1.4D-02  2.986D-03  1.969D+00
   34   39     0     0  con    0  1.0D+00  9.3D-03  3.459D-03  1.969D+00
   35   40     0     0  con    0  1.0D+00  2.9D-02  1.050D-02  1.969D+00
   36   41     0     0  con    0  1.0D+00  1.1D-01  2.389D-02  1.968D+00
   37   42     0     0  con    0  1.0D+00  3.7D-01  3.077D-02  1.968D+00
   38   44     0     0  con    1  2.0D-01  1.4D-01  4.069D-02  1.968D+00
   39   45     0     0  con    0  1.0D+00  9.0D-01  1.345D-02  1.968D+00
   40   46     0     0  con    0  1.0D+00  7.0D-01  1.154D-02  1.968D+00
   41   47     0     0  con    0  1.0D+00  7.1D-01  2.185D-02  1.968D+00
   42   49     0     0  con    1  1.2D-01  7.6D-02  3.016D-03  1.968D+00
   43   50     0     0  con    0  1.0D+00  5.9D-01  1.063D-02  1.968D+00
   44   51     0     0  con    0  1.0D+00  8.9D-01  1.309D-02  1.968D+00
   45   53     0     0  con    1  5.2D-01  4.7D-01  3.140D-03  1.968D+00
   46   54     0     0  con    0  1.0D+00  8.6D-01  1.191D-03  1.968D+00
   47   55     0     0  con    0  1.0D+00  1.6D+00  2.738D-03  1.968D+00
   48   56     0     0  con    0  1.0D+00  1.2D+00  5.472D-04  1.968D+00
   49   57     0     0  con    0  1.0D+00  1.9D+00  4.643D-04  1.968D+00
   50   59     0     0  con    1  1.6D-01  4.6D-01  2.120D-03  1.968D+00
   51   60     0     0  con    0  1.0D+00  1.6D+00  6.021D-04  1.968D+00
   52   61     0     0  con    0  1.0D+00  2.4D+00  1.736D-04  1.968D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.982D+02  3.160D+01
    1    2     1     0  ---    0  5.0D-03  1.0D+00  1.709D+00  2.768D+00
    2    4     0     0  con    1  5.0D+00  5.4D-02  1.449D+00  2.662D+00
    3    5     0     0  con    0  1.0D+00  3.3D-01  5.280D-01  2.276D+00
    4    6     0     0  con    0  1.0D+00  2.2D-01  2.472D-01  2.159D+00
    5    7     0     0  con    0  1.0D+00  2.6D-01  1.280D-01  2.093D+00
    6    8     0     0  con    0  1.0D+00  2.5D-01  6.922D-02  2.063D+00
    7    9     0     0  con    0  1.0D+00  3.4D-01  4.431D-02  2.041D+00
    8   11     0     0  con    1  4.5D-01  3.3D-01  9.830D-02  2.027D+00
    9   12     0     0  con    0  1.0D+00  7.7D-01  1.262D-01  2.001D+00
   10   13     0     0  con    0  1.0D+00  1.1D+00  3.693D-01  1.984D+00
   11   15     0     0  con    1  4.3D-01  2.9D-01  5.647D-02  1.979D+00
   12   16     0     0  con    0  1.0D+00  1.4D-01  5.314D-02  1.979D+00
   13   17     0     0  con    0  1.0D+00  1.5D-01  3.377D-02  1.977D+00
   14   18     0     0  con    0  1.0D+00  3.0D-01  4.693D-02  1.974D+00
   15   19     0     0  con    0  1.0D+00  3.7D-01  3.935D-02  1.971D+00
   16   20     0     0  con    0  1.0D+00  1.3D-01  4.479D-02  1.969D+00
   17   21     0     0  con    0  1.0D+00  7.9D-02  7.684D-02  1.969D+00
   18   22     0     0  con    0  1.0D+00  2.3D-02  1.340D-02  1.969D+00
   19   23     0     0  con    0  1.0D+00  3.2D-03  5.312D-03  1.969D+00
   20   24     0     0  con    0  1.0D+00  1.4D-02  9.823D-03  1.969D+00
   21   25     0     0  con    0  1.0D+00  1.3D-02  7.846D-03  1.969D+00
   22   26     0     0  con    0  1.0D+00  6.9D-03  1.301D-03  1.969D+00
   23   27     0     0  con    0  1.0D+00  3.5D-03  4.565D-03  1.969D+00
   24   28     0     0  con    0  1.0D+00  3.4D-03  9.279D-03  1.969D+00
   25   29     0     0  con    0  1.0D+00  9.7D-03  1.802D-02  1.969D+00
   26   30     0     0  con    0  1.0D+00  2.3D-02  2.951D-02  1.969D+00
   27   31     0     0  con    0  1.0D+00  5.6D-02  4.358D-02  1.969D+00
   28   32     0     0  con    0  1.0D+00  1.1D-01  5.270D-02  1.969D+00
   29   33     0     0  con    0  1.0D+00  1.9D-01  4.793D-02  1.969D+00
   30   35     0     0  con    1  2.7D-01  8.5D-02  8.067D-02  1.969D+00
   31   36     0     0  con    0  1.0D+00  2.1D-01  3.233D-02  1.969D+00
   32   37     0     0  con    0  1.0D+00  3.5D-02  9.478D-03  1.969D+00
   33   38     0     0  con    0  1.0D+00  1.4D-02  2.986D-03  1.969D+00
   34   39     0     0  con    0  1.0D+00  9.3D-03  3.459D-03  1.969D+00
   35   40     0     0  con    0  1.0D+00  2.9D-02  1.050D-02  1.969D+00
   36   41     0     0  con    0  1.0D+00  1.1D-01  2.389D-02  1.968D+00
   37   42     0     0  con    0  1.0D+00  3.7D-01  3.077D-02  1.968D+00
   38   44     0     0  con    1  2.0D-01  1.4D-01  4.069D-02  1.968D+00
   39   45     0     0  con    0  1.0D+00  9.0D-01  1.345D-02  1.968D+00
   40   46     0     0  con    0  1.0D+00  7.0D-01  1.154D-02  1.968D+00
   41   47     0     0  con    0  1.0D+00  7.1D-01  2.185D-02  1.968D+00
   42   49     0     0  con    1  1.2D-01  7.6D-02  3.016D-03  1.968D+00
   43   50     0     0  con    0  1.0D+00  5.9D-01  1.063D-02  1.968D+00
   44   51     0     0  con    0  1.0D+00  8.9D-01  1.309D-02  1.968D+00
   45   53     0     0  con    1  5.2D-01  4.7D-01  3.140D-03  1.968D+00
   46   54     0     0  con    0  1.0D+00  8.6D-01  1.191D-03  1.968D+00
   47   55     0     0  con    0  1.0D+00  1.6D+00  2.738D-03  1.968D+00
   48   56     0     0  con    0  1.0D+00  1.2D+00  5.472D-04  1.968D+00
   49   57     0     0  con    0  1.0D+00  1.9D+00  4.643D-04  1.968D+00
   50   59     0     0  con    1  1.6D-01  4.6D-01  2.120D-03  1.968D+00
   51   60     0     0  con    0  1.0D+00  1.6D+00  6.021D-04  1.968D+00
   52   61     0     0  con    0  1.0D+00  2.4D+00  1.736D-04  1.968D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.162D+02  3.445D+01
    1    2     1     0  ---    0  4.5D-03  1.0D+00  1.684D+00  2.734D+00
    2    4     0     0  con    1  5.0D+00  5.2D-02  1.429D+00  2.626D+00
    3    5     0     0  con    0  1.0D+00  2.8D-01  5.871D-01  2.277D+00
    4    6     0     0  con    0  1.0D+00  1.9D-01  3.046D-01  2.174D+00
    5    7     0     0  con    0  1.0D+00  2.3D-01  1.097D-01  2.112D+00
    6    8     0     0  con    0  1.0D+00  2.4D-01  7.352D-02  2.083D+00
    7    9     0     0  con    0  1.0D+00  3.4D-01  6.074D-02  2.058D+00
    8   10     0     0  con    0  1.0D+00  6.6D-01  9.305D-02  2.025D+00
    9   12     0     0  con    1  2.2D-01  3.6D-01  1.387D-01  2.010D+00
   10   13     0     0  con    0  1.0D+00  1.1D+00  1.189D-01  1.972D+00
   11   15     0     0  con    1  4.1D-01  5.1D-01  2.071D-01  1.963D+00
   12   17     0     0  con    1  3.9D-01  2.7D-01  8.132D-02  1.960D+00
   13   18     0     0  con    0  1.0D+00  8.7D-02  7.068D-02  1.958D+00
   14   19     0     0  con    0  1.0D+00  1.4D-01  5.634D-02  1.954D+00
   15   20     0     0  con    0  1.0D+00  2.6D-01  9.645D-02  1.950D+00
   16   21     0     0  con    0  1.0D+00  1.8D-01  3.274D-02  1.946D+00
   17   22     0     0  con    0  1.0D+00  3.9D-01  2.725D-02  1.944D+00
   18   23     0     0  con    0  1.0D+00  2.0D-01  2.098D-02  1.943D+00
   19   24     0     0  con    0  1.0D+00  5.7D-02  1.314D-02  1.943D+00
   20   25     0     0  con    0  1.0D+00  2.3D-02  8.591D-03  1.943D+00
   21   26     0     0  con    0  1.0D+00  3.1D-02  1.392D-02  1.943D+00
   22   27     0     0  con    0  1.0D+00  4.8D-02  3.410D-03  1.943D+00
   23   28     0     0  con    0  1.0D+00  2.4D-02  1.857D-02  1.943D+00
   24   29     0     0  con    0  1.0D+00  4.6D-03  1.888D-03  1.943D+00
   25   30     0     0  con    0  1.0D+00  3.8D-03  1.953D-03  1.943D+00
   26   31     0     0  con    0  1.0D+00  1.1D-02  6.006D-03  1.943D+00
   27   32     0     0  con    0  1.0D+00  6.7D-02  1.967D-02  1.943D+00
   28   33     0     0  con    0  1.0D+00  1.0D-01  2.443D-02  1.943D+00
   29   34     0     0  con    0  1.0D+00  2.5D-01  4.140D-02  1.943D+00
   30   35     0     0  con    0  1.0D+00  6.0D-01  3.191D-02  1.942D+00
   31   36     0     0  con    0  1.0D+00  1.2D+00  1.523D-01  1.942D+00
   32   37     0     0  con    0  1.0D+00  3.8D-01  1.272D-02  1.941D+00
   33   38     0     0  con    0  1.0D+00  5.4D-01  2.299D-02  1.941D+00
   34   39     0     0  con    0  1.0D+00  5.6D-01  2.186D-02  1.941D+00
   35   41     0     0  con    1  1.8D-02  3.1D-02  3.191D-02  1.941D+00
   36   42     0     0  con    0  1.0D+00  6.0D-01  1.641D-02  1.941D+00
   37   43     0     0  con    0  1.0D+00  5.7D-01  4.495D-03  1.941D+00
   38   44     0     0  con    0  1.0D+00  5.2D-01  3.250D-03  1.941D+00
   39   45     0     0  con    0  1.0D+00  6.1D-01  3.086D-03  1.941D+00
   40   46     0     0  con    0  1.0D+00  1.3D+00  3.553D-03  1.941D+00
   41   47     0     0  con    0  1.0D+00  8.3D-01  2.038D-02  1.941D+00
   42   48     0     0  con    0  1.0D+00  1.5D-01  9.872D-03  1.941D+00
   43   49     0     0  con    0  1.0D+00  2.2D-01  2.776D-03  1.941D+00
   44   50     0     0  con    0  1.0D+00  7.3D-01  3.464D-03  1.941D+00
   45   51     0     0  con    0  1.0D+00  7.6D-01  3.720D-03  1.941D+00
   46   53     0     0  con    1  4.0D-01  8.2D-01  2.691D-02  1.941D+00
   47   54     0     0  con    0  1.0D+00  1.5D+00  6.600D-03  1.941D+00
   48   55     0     0  con    0  1.0D+00  9.9D-01  1.351D-03  1.941D+00
   49   56     0     0  con    0  1.0D+00  1.0D+00  4.501D-03  1.941D+00
   50   57     0     0  con    0  1.0D+00  1.3D+00  5.499D-03  1.941D+00
   51   58     0     0  con    0  1.0D+00  1.9D+00  4.512D-03  1.941D+00
   52   60     0     0  con    1  3.7D-01  1.8D+00  4.925D-03  1.941D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.007D+02  3.200D+01
    1    2     1     0  ---    0  4.9D-03  1.0D+00  1.736D+00  2.787D+00
    2    4     0     0  con    1  5.0D+00  5.5D-02  1.467D+00  2.675D+00
    3    5     0     0  con    0  1.0D+00  3.3D-01  5.372D-01  2.279D+00
    4    6     0     0  con    0  1.0D+00  2.2D-01  2.520D-01  2.160D+00
    5    7     0     0  con    0  1.0D+00  2.6D-01  1.289D-01  2.093D+00
    6    8     0     0  con    0  1.0D+00  2.5D-01  7.146D-02  2.064D+00
    7    9     0     0  con    0  1.0D+00  3.5D-01  7.492D-02  2.044D+00
    8   10     0     0  con    0  1.0D+00  6.0D-01  1.060D-01  2.023D+00
    9   11     0     0  con    0  1.0D+00  4.0D-01  7.771D-02  2.008D+00
   10   13     0     0  con    1  5.3D-01  6.9D-01  2.929D-01  1.994D+00
   11   15     0     0  con    1  5.2D-01  9.9D-01  1.894D-01  1.976D+00
   12   16     0     0  con    0  1.0D+00  8.7D-01  4.022D-02  1.971D+00
   13   17     0     0  con    0  1.0D+00  1.5D-01  7.204D-02  1.970D+00
   14   18     0     0  con    0  1.0D+00  2.4D-02  7.662D-02  1.970D+00
   15   19     0     0  con    0  1.0D+00  7.0D-02  4.639D-03  1.969D+00
   16   20     0     0  con    0  1.0D+00  3.8D-02  4.655D-03  1.969D+00
   17   21     0     0  con    0  1.0D+00  4.7D-02  4.839D-03  1.969D+00
   18   22     0     0  con    0  1.0D+00  6.0D-02  4.266D-03  1.969D+00
   19   23     0     0  con    0  1.0D+00  1.4D-01  1.015D-02  1.969D+00
   20   24     0     0  con    0  1.0D+00  2.3D-01  2.368D-02  1.969D+00
   21   25     0     0  con    0  1.0D+00  4.9D-02  2.021D-02  1.968D+00
   22   27     0     0  con    1  3.8D-01  2.6D-01  3.186D-02  1.966D+00
   23   29     0     0  con    1  2.4D-02  1.3D-01  5.905D-02  1.965D+00
   24   30     0     0  con    0  1.0D+00  3.8D-01  5.546D-01  1.964D+00
   25   31     0     0  con    0  1.0D+00  3.1D-01  1.223D-01  1.962D+00
   26   32     0     0  con    0  1.0D+00  2.7D-01  2.800D-01  1.960D+00
   27   34     0     0  con    1  1.9D-01  3.3D-01  2.784D-01  1.959D+00
   28   35     0     0  con    0  1.0D+00  3.4D-01  3.493D-01  1.957D+00
   29   36     0     0  con    0  1.0D+00  2.7D-01  5.358D-01  1.954D+00
   30   37     0     0  con    0  1.0D+00  2.5D-01  1.806D-01  1.950D+00
   31   39     0     0  con    1  5.0D-01  2.5D-01  3.204D-01  1.948D+00
   32   40     0     0  con    0  1.0D+00  3.8D-01  5.944D-01  1.945D+00
   33   41     0     0  con    0  1.0D+00  3.3D-01  7.705D-01  1.943D+00
   34   42     0     0  con    0  1.0D+00  5.7D-01  1.845D-01  1.940D+00
   35   43     0     0  con    0  1.0D+00  4.1D-01  1.101D-01  1.937D+00
   36   45     0     0  con    1  4.1D-01  3.7D-01  5.723D-01  1.936D+00
   37   46     0     0  con    0  1.0D+00  1.6D-01  7.255D-01  1.936D+00
   38   47     0     0  con    0  1.0D+00  1.0D-01  3.260D-01  1.936D+00
   39   48     0     0  con    0  1.0D+00  4.0D-02  8.293D-02  1.936D+00
   40   49     0     0  con    0  1.0D+00  3.5D-02  1.200D-02  1.936D+00
   41   50     0     0  con    0  1.0D+00  1.1D-01  1.214D-01  1.935D+00
   42   51     0     0  con    0  1.0D+00  1.1D-01  1.097D-01  1.935D+00
   43   52     0     0  con    0  1.0D+00  7.0D-02  1.238D-01  1.935D+00
   44   53     0     0  con    0  1.0D+00  3.2D-02  1.011D-01  1.935D+00
   45   54     0     0  con    0  1.0D+00  2.5D-02  1.117D-01  1.935D+00
   46   55     0     0  con    0  1.0D+00  5.3D-02  1.107D-01  1.935D+00
   47   57     0     0  con    1  1.9D-01  3.8D-02  1.919D-01  1.935D+00
   48   58     0     0  con    0  1.0D+00  6.6D-02  7.863D-02  1.935D+00
   49   59     0     0  con    0  1.0D+00  7.8D-02  7.300D-02  1.935D+00
   50   61     0     0  con    1  6.0D-03  8.7D-03  1.646D-02  1.935D+00
   51   62     0     0  con    0  1.0D+00  1.8D-02  7.700D-03  1.935D+00
   52   64     0     0  con    1  1.1D-01  1.2D-02  1.258D-02  1.935D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.190D+02  3.490D+01
    1    2     1     0  ---    0  4.4D-03  1.0D+00  1.712D+00  2.752D+00
    2    4     0     0  con    1  5.0D+00  5.3D-02  1.449D+00  2.640D+00
    3    5     0     0  con    0  1.0D+00  2.8D-01  5.895D-01  2.278D+00
    4    6     0     0  con    0  1.0D+00  1.9D-01  3.096D-01  2.174D+00
    5    7     0     0  con    0  1.0D+00  2.3D-01  1.109D-01  2.113D+00
    6    8     0     0  con    0  1.0D+00  2.4D-01  8.288D-02  2.085D+00
    7    9     0     0  con    0  1.0D+00  3.5D-01  7.649D-02  2.066D+00
    8   10     0     0  con    0  1.0D+00  2.4D-01  1.001D-01  2.052D+00
    9   11     0     0  con    0  1.0D+00  6.7D-01  1.113D-01  2.025D+00
   10   13     0     0  con    1  5.2D-01  3.7D-01  1.089D-01  2.011D+00
   11   14     0     0  con    0  1.0D+00  9.7D-01  2.108D-01  1.980D+00
   12   16     0     0  con    1  3.6D-01  2.3D-01  2.392D-01  1.972D+00
   13   17     0     0  con    0  1.0D+00  4.7D-01  2.614D-01  1.964D+00
   14   18     0     0  con    0  1.0D+00  1.7D-01  9.871D-02  1.958D+00
   15   19     0     0  con    0  1.0D+00  1.7D-01  8.652D-02  1.955D+00
   16   20     0     0  con    0  1.0D+00  7.6D-01  3.610D-02  1.945D+00
   17   21     0     0  con    0  1.0D+00  3.1D-01  3.286D-02  1.943D+00
   18   22     0     0  con    0  1.0D+00  6.5D-02  2.983D-02  1.943D+00
   19   23     0     0  con    0  1.0D+00  3.4D-02  1.104D-02  1.943D+00
   20   24     0     0  con    0  1.0D+00  2.2D-02  2.141D-03  1.943D+00
   21   25     0     0  con    0  1.0D+00  9.2D-03  4.062D-03  1.943D+00
   22   26     0     0  con    0  1.0D+00  6.1D-03  2.834D-03  1.943D+00
   23   27     0     0  con    0  1.0D+00  1.4D-02  2.465D-03  1.943D+00
   24   28     0     0  con    0  1.0D+00  5.3D-02  5.969D-03  1.943D+00
   25   29     0     0  con    0  1.0D+00  1.1D-01  1.118D-02  1.943D+00
   26   30     0     0  con    0  1.0D+00  2.6D-01  4.185D-02  1.943D+00
   27   31     0     0  con    0  1.0D+00  2.9D-01  2.161D-02  1.942D+00
   28   32     0     0  con    0  1.0D+00  3.1D-01  3.190D-02  1.942D+00
   29   35     0     0  con    2  2.7D-02  3.0D-02  1.014D-01  1.942D+00
   30   36     0     0  con    0  1.0D+00  1.2D-01  3.227D-02  1.941D+00
   31   37     0     0  con    0  1.0D+00  2.9D-01  4.039D-02  1.941D+00
   32   38     0     0  con    0  1.0D+00  1.6D-01  1.179D-01  1.940D+00
   33   39     0     0  con    0  1.0D+00  2.7D-01  1.086D-01  1.939D+00
   34   41     0     0  con    1  4.6D-01  4.0D-02  7.813D-02  1.938D+00
   35   43     0     0  con    1  3.5D-01  2.3D-01  1.176D-01  1.938D+00
   36   44     0     0  con    0  1.0D+00  2.8D-01  7.674D-02  1.937D+00
   37   45     0     0  con    0  1.0D+00  1.9D-01  8.353D-02  1.936D+00
   38   47     0     0  con    1  3.2D-01  4.8D-01  4.546D-01  1.934D+00
   39   48     0     0  con    0  1.0D+00  4.7D-01  4.007D-01  1.932D+00
   40   49     0     0  con    0  1.0D+00  2.2D-01  4.131D-01  1.932D+00
   41   50     0     0  con    0  1.0D+00  6.7D-02  1.934D-01  1.931D+00
   42   51     0     0  con    0  1.0D+00  1.4D-01  1.162D-01  1.931D+00
   43   53     0     0  con    1  4.4D-01  1.5D-01  1.388D-01  1.931D+00
   44   54     0     0  con    0  1.0D+00  6.5D-02  5.060D-02  1.930D+00
   45   55     0     0  con    0  1.0D+00  5.2D-01  9.004D-01  1.926D+00
   46   56     0     0  con    0  1.0D+00  3.6D-01  1.056D-01  1.925D+00
   47   57     0     0  con    0  1.0D+00  1.2D+00  1.071D-01  1.924D+00
   48   59     0     0  con    1  3.0D-01  1.2D-01  1.204D+00  1.923D+00
   49   60     0     0  con    0  1.0D+00  7.0D-02  6.294D-01  1.922D+00
   50   61     0     0  con    0  1.0D+00  1.4D-01  1.498D-01  1.922D+00
   51   62     0     0  con    0  1.0D+00  4.8D-01  6.481D-01  1.922D+00
   52   63     0     0  con    0  1.0D+00  2.1D-01  4.204D-01  1.922D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.917D+02  4.639D+01
    1    2     1     0  ---    0  3.4D-03  1.0D+00  2.693D+00  3.394D+00
    2    4     0     0  con    1  5.0D+00  5.7D-02  2.284D+00  3.216D+00
    3    5     0     0  con    0  1.0D+00  3.3D-01  9.237D-01  2.598D+00
    4    6     0     0  con    0  1.0D+00  2.4D-01  4.777D-01  2.392D+00
    5    7     0     0  con    0  1.0D+00  2.9D-01  1.942D-01  2.266D+00
    6    8     0     0  con    0  1.0D+00  2.9D-01  9.881D-02  2.205D+00
    7    9     0     0  con    0  1.0D+00  4.1D-01  8.499D-02  2.157D+00
    8   10     0     0  con    0  1.0D+00  9.3D-01  1.266D-01  2.091D+00
    9   11     0     0  con    0  1.0D+00  1.1D+00  1.058D-01  2.028D+00
   10   13     0     0  con    1  3.7D-01  1.2D+00  7.159D-02  1.989D+00
   11   14     0     0  con    0  1.0D+00  6.2D-01  8.145D-02  1.978D+00
   12   15     0     0  con    0  1.0D+00  1.7D-01  3.165D-02  1.972D+00
   13   16     0     0  con    0  1.0D+00  5.3D-01  1.018D-02  1.967D+00
   14   17     0     0  con    0  1.0D+00  4.8D-01  5.548D-03  1.966D+00
   15   18     0     0  con    0  1.0D+00  2.3D-01  7.316D-03  1.964D+00
   16   20     0     0  con    1  3.1D-01  5.0D-01  1.193D-02  1.962D+00
   17   21     0     0  con    0  1.0D+00  2.9D-01  5.415D-03  1.962D+00
   18   22     0     0  con    0  1.0D+00  1.6D-01  2.150D-03  1.962D+00
   19   23     0     0  con    0  1.0D+00  4.1D-02  1.504D-03  1.962D+00
   20   24     0     0  con    0  1.0D+00  3.3D-01  5.114D-03  1.961D+00
   21   25     0     0  con    0  1.0D+00  4.5D-01  5.393D-03  1.961D+00
   22   27     0     0  con    1  2.0D-01  2.2D-01  9.508D-03  1.961D+00
   23   28     0     0  con    0  1.0D+00  7.0D-01  4.152D-03  1.961D+00
   24   29     0     0  con    0  1.0D+00  8.9D-01  1.282D-03  1.960D+00
   25   30     0     0  con    0  1.0D+00  7.6D-01  1.488D-03  1.960D+00
   26   31     0     0  con    0  1.0D+00  9.3D-01  2.568D-03  1.960D+00
   27   33     0     0  con    1  3.2D-01  6.9D-01  2.730D-03  1.960D+00
   28   34     0     0  con    0  1.0D+00  9.5D-01  9.260D-04  1.960D+00
   29   35     0     0  con    0  1.0D+00  1.4D+00  3.648D-04  1.960D+00
   30   36     0     0  con    0  1.0D+00  1.3D+00  3.650D-04  1.960D+00
   31   38     0     0  con    1  7.9D-02  2.7D-01  7.379D-04  1.960D+00
   32   39     0     0  con    0  1.0D+00  1.6D+00  3.090D-04  1.960D+00
   33   40     0     0  con    0  1.0D+00  1.9D+00  2.672D-04  1.960D+00
   34   42     0     0  con    1  3.7D-01  1.2D+00  6.822D-04  1.960D+00
   35   43     0     0  con    0  1.0D+00  2.0D+00  2.705D-04  1.960D+00
   36   44     0     0  con    0  1.0D+00  1.9D+00  4.123D-05  1.960D+00
   37   45     0     0  con    0  1.0D+00  5.1D+00  1.426D-04  1.960D+00
   38   47     0     0  con    1  1.5D-01  7.3D-01  1.615D-04  1.960D+00
   39   48     0     0  con    0  1.0D+00  1.6D+00  1.451D-04  1.960D+00
   40   52     0     0  con    3  4.4D-01  2.4D+00  3.732D-04  1.960D+00
   41   53     0     0  con    0  1.0D+00  1.2D+00  2.914D-04  1.960D+00
   42   54     0     0  con    0  1.0D+00  2.7D+00  2.171D-05  1.960D+00
   43   61     0     0  con    6  2.9D-06  1.0D-06  2.178D-05  1.960D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.226D+02  5.127D+01
    1    2     1     0  ---    0  3.0D-03  1.0D+00  2.632D+00  3.324D+00
    2    4     0     0  con    1  5.0D+00  5.3D-02  2.250D+00  3.154D+00
    3    5     0     0  con    0  1.0D+00  2.9D-01  9.999D-01  2.603D+00
    4    6     0     0  con    0  1.0D+00  2.1D-01  5.513D-01  2.417D+00
    5    7     0     0  con    0  1.0D+00  2.8D-01  2.276D-01  2.291D+00
    6    8     0     0  con    0  1.0D+00  3.0D-01  1.031D-01  2.227D+00
    7    9     0     0  con    0  1.0D+00  4.3D-01  7.907D-02  2.177D+00
    8   10     0     0  con    0  1.0D+00  8.3D-01  1.331D-01  2.116D+00
    9   11     0     0  con    0  1.0D+00  9.3D-01  1.479D-01  2.056D+00
   10   12     0     0  con    0  1.0D+00  2.8D+00  2.023D-01  1.999D+00
   11   13     0     0  con    0  1.0D+00  8.2D-01  5.092D-02  1.960D+00
   12   14     0     0  con    0  1.0D+00  4.9D-01  2.766D-02  1.951D+00
   13   15     0     0  con    0  1.0D+00  4.0D-01  3.993D-02  1.948D+00
   14   16     0     0  con    0  1.0D+00  2.0D-01  3.093D-02  1.946D+00
   15   17     0     0  con    0  1.0D+00  5.1D-01  1.547D-02  1.945D+00
   16   18     0     0  con    0  1.0D+00  7.7D-02  9.933D-03  1.945D+00
   17   19     0     0  con    0  1.0D+00  1.9D-02  2.557D-03  1.945D+00
